,text,source,label
26040,无耻,pornography,sensitive
26041,杀b,pornography,sensitive
26042,你吗b,pornography,sensitive
26043,你妈的,pornography,sensitive
26044,贱货,pornography,sensitive
26045,人渣,pornography,sensitive
26046,混蛋,pornography,sensitive
26047,媚外,pornography,sensitive
26048,和弦,pornography,sensitive
26049,限量,pornography,sensitive
26050,铃声,pornography,sensitive
26051,男公关,pornography,sensitive
26052,火辣,pornography,sensitive
26053,精子,pornography,sensitive
26054,射精,pornography,sensitive
26055,诱奸,pornography,sensitive
26056,强奸,pornography,sensitive
26057,做爱,pornography,sensitive
26058,性爱,pornography,sensitive
26059,发生关系,pornography,sensitive
26060,按摩,pornography,sensitive
26061,快感,pornography,sensitive
26062,处男,pornography,sensitive
26063,猛男,pornography,sensitive
26064,少妇,pornography,sensitive
26065,屁股,pornography,sensitive
26066,下体,pornography,sensitive
26067,内裤,pornography,sensitive
26068,浑圆,pornography,sensitive
26069,发情,pornography,sensitive
26070,刺激,pornography,sensitive
26071,白嫩,pornography,sensitive
26072,粉嫩,pornography,sensitive
26073,兽性,pornography,sensitive
26074,风骚,pornography,sensitive
26075,呻吟,pornography,sensitive
26076,阉割,pornography,sensitive
26077,高潮,pornography,sensitive
26078,裸露,pornography,sensitive
26079,不穿,pornography,sensitive
26080,一丝不挂,pornography,sensitive
26081,脱光,pornography,sensitive
26082,干你,pornography,sensitive
26083,干死,pornography,sensitive
26084,我干,pornography,sensitive
26085,裙中性运动,pornography,sensitive
26086,乱奸,pornography,sensitive
26087,乱伦类,pornography,sensitive
26088,乱伦小,pornography,sensitive
26089,伦理大,pornography,sensitive
26090,伦理电影,pornography,sensitive
26091,伦理毛,pornography,sensitive
26092,伦理片,pornography,sensitive
26093,裸聊,pornography,sensitive
26094,裸聊网,pornography,sensitive
26095,裸体写真,pornography,sensitive
26096,裸舞视,pornography,sensitive
26097,裸照,pornography,sensitive
26098,美女裸体,pornography,sensitive
26099,美女写真,pornography,sensitive
26100,美女上门,pornography,sensitive
26101,美艳少妇,pornography,sensitive
26102,妹按摩,pornography,sensitive
26103,妹上门,pornography,sensitive
26104,迷幻药,pornography,sensitive
26105,迷幻藥,pornography,sensitive
26106,迷昏口,pornography,sensitive
26107,迷昏药,pornography,sensitive
26108,迷昏藥,pornography,sensitive
26109,迷魂香,pornography,sensitive
26110,迷魂药,pornography,sensitive
26111,迷魂藥,pornography,sensitive
26112,迷奸粉,pornography,sensitive
26113,迷奸药,pornography,sensitive
26114,迷情粉,pornography,sensitive
26115,迷情水,pornography,sensitive
26116,迷情药,pornography,sensitive
26117,迷藥,pornography,sensitive
26118,谜奸药,pornography,sensitive
26119,骚妇,pornography,sensitive
26120,骚货,pornography,sensitive
26121,骚浪,pornography,sensitive
26122,骚嘴,pornography,sensitive
26123,色电影,pornography,sensitive
26124,色妹妹,pornography,sensitive
26125,色情图片,pornography,sensitive
26126,色情小说,pornography,sensitive
26127,色情影片,pornography,sensitive
26128,色情表演,pornography,sensitive
26129,色情电影,pornography,sensitive
26130,色情服务,pornography,sensitive
26131,色情片,pornography,sensitive
26132,色视频,pornography,sensitive
26133,色小说,pornography,sensitive
26134,性服务,pornography,sensitive
26135,性福情,pornography,sensitive
26136,性感少,pornography,sensitive
26137,性伙伴,pornography,sensitive
26138,性交视频,pornography,sensitive
26139,性交图片,pornography,sensitive
26140,性奴集中营,pornography,sensitive
26141,阴蒂,pornography,sensitive
26142,阴间来电,pornography,sensitive
26143,阴茎增大,pornography,sensitive
26144,阴茎助勃,pornography,sensitive
26145,阴毛,pornography,sensitive
26146,陰唇,pornography,sensitive
26147,陰道,pornography,sensitive
26148,陰戶,pornography,sensitive
26149,淫荡美女,pornography,sensitive
26150,淫荡视频,pornography,sensitive
26151,淫荡照片,pornography,sensitive
26152,淫乱,pornography,sensitive
26153,淫靡,pornography,sensitive
26154,淫魔舞,pornography,sensitive
26155,淫情女,pornography,sensitive
26156,淫肉,pornography,sensitive
26157,淫騷妹,pornography,sensitive
26158,淫兽,pornography,sensitive
26159,淫兽学,pornography,sensitive
26160,淫穴,pornography,sensitive
26161,爱女人,pornography,sensitive
26162,赤裸,pornography,sensitive
26163,扌由插,pornography,sensitive
26164,抽一插,pornography,sensitive
26165,多人轮,pornography,sensitive
26166,封面女郎,pornography,sensitive
26167,花花公子,pornography,sensitive
26168,寂寞男,pornography,sensitive
26169,寂寞女,pornography,sensitive
26170,激情,pornography,sensitive
26171,集体淫,pornography,sensitive
26172,金鳞岂是池中物,pornography,sensitive
26173,金麟岂是池中物,pornography,sensitive
26174,流淫,pornography,sensitive
26175,铃木麻,pornography,sensitive
26176,品香堂,pornography,sensitive
26177,惹火身材,pornography,sensitive
26178,三级片,pornography,sensitive
26179,少修正,pornography,sensitive
26180,爽死我了,pornography,sensitive
26181,偷拍,pornography,sensitive
26182,我就色,pornography,sensitive
26183,无码,pornography,sensitive
26184,写真,pornography,sensitive
26185,学生妹,pornography,sensitive
26186,幼男,pornography,sensitive
26187,幼女,pornography,sensitive
26188,玉女心经,pornography,sensitive
26189,玉蒲团,pornography,sensitive
26190,欲仙欲死,pornography,sensitive
26191,张筱雨,pornography,sensitive
26192,中年美妇,pornography,sensitive
26193,自拍,pornography,sensitive
26194,18禁,pornography,sensitive
26195,g片,pornography,sensitive
26196,sm女王,pornography,sensitive
26197,xing伴侣,pornography,sensitive
26198,yin荡,pornography,sensitive
26199,干逼,pornography,sensitive
26200,你妈逼,pornography,sensitive
26201,操你妈,pornography,sensitive
26202,草你妈,pornography,sensitive
26203,艹你妈,pornography,sensitive
26204,草泥马,pornography,sensitive
26205,曹尼玛,pornography,sensitive
26206,爱液,pornography,sensitive
26207,按摩棒,pornography,sensitive
26208,拔出来,pornography,sensitive
26209,爆草,pornography,sensitive
26210,包二奶,pornography,sensitive
26211,暴干,pornography,sensitive
26212,暴奸,pornography,sensitive
26213,暴乳,pornography,sensitive
26214,爆乳,pornography,sensitive
26215,暴淫,pornography,sensitive
26216,被操,pornography,sensitive
26217,被插,pornography,sensitive
26218,被干,pornography,sensitive
26219,逼奸,pornography,sensitive
26220,仓井空,pornography,sensitive
26221,插暴,pornography,sensitive
26222,操黑,pornography,sensitive
26223,操烂,pornography,sensitive
26224,肏你,pornography,sensitive
26225,肏死,pornography,sensitive
26226,操死,pornography,sensitive
26227,操我,pornography,sensitive
26228,厕奴,pornography,sensitive
26229,插比,pornography,sensitive
26230,插b,pornography,sensitive
26231,插逼,pornography,sensitive
26232,插进,pornography,sensitive
26233,插你,pornography,sensitive
26234,插我,pornography,sensitive
26235,插阴,pornography,sensitive
26236,潮吹,pornography,sensitive
26237,潮喷,pornography,sensitive
26238,成人电影,pornography,sensitive
26239,成人论坛,pornography,sensitive
26240,成人色情,pornography,sensitive
26241,成人网站,pornography,sensitive
26242,成人文学,pornography,sensitive
26243,成人小说,pornography,sensitive
26244,艳情小说,pornography,sensitive
26245,成人游戏,pornography,sensitive
26246,吃精,pornography,sensitive
26247,抽插,pornography,sensitive
26248,春药,pornography,sensitive
26249,大波,pornography,sensitive
26250,大力抽送,pornography,sensitive
26251,大乳,pornography,sensitive
26252,荡妇,pornography,sensitive
26253,荡女,pornography,sensitive
26254,盗撮,pornography,sensitive
26255,发浪,pornography,sensitive
26256,放尿,pornography,sensitive
26257,肥逼,pornography,sensitive
26258,粉穴,pornography,sensitive
26259,风月大陆,pornography,sensitive
26260,干死你,pornography,sensitive
26261,干穴,pornography,sensitive
26262,肛交,pornography,sensitive
26263,肛门,pornography,sensitive
26264,龟头,pornography,sensitive
26265,裹本,pornography,sensitive
26266,国产av,pornography,sensitive
26267,好嫩,pornography,sensitive
26268,豪乳,pornography,sensitive
26269,黑逼,pornography,sensitive
26270,后庭,pornography,sensitive
26271,后穴,pornography,sensitive
26272,虎骑,pornography,sensitive
26273,换妻俱乐部,pornography,sensitive
26274,黄片,pornography,sensitive
26275,几吧,pornography,sensitive
26276,鸡吧,pornography,sensitive
26277,鸡巴,pornography,sensitive
26278,鸡奸,pornography,sensitive
26279,奸情,pornography,sensitive
26280,叫床,pornography,sensitive
26281,脚交,pornography,sensitive
26282,精液,pornography,sensitive
26283,就去日,pornography,sensitive
26284,巨屌,pornography,sensitive
26285,菊花洞,pornography,sensitive
26286,菊门,pornography,sensitive
26287,巨奶,pornography,sensitive
26288,巨乳,pornography,sensitive
26289,菊穴,pornography,sensitive
26290,开苞,pornography,sensitive
26291,口活,pornography,sensitive
26292,口射,pornography,sensitive
26293,口淫,pornography,sensitive
26294,裤袜,pornography,sensitive
26295,狂操,pornography,sensitive
26296,狂插,pornography,sensitive
26297,浪逼,pornography,sensitive
26298,浪妇,pornography,sensitive
26299,浪叫,pornography,sensitive
26300,浪女,pornography,sensitive
26301,聊性,pornography,sensitive
26302,凌辱,pornography,sensitive
26303,漏乳,pornography,sensitive
26304,露b,pornography,sensitive
26305,乱交,pornography,sensitive
26306,乱伦,pornography,sensitive
26307,轮暴,pornography,sensitive
26308,轮操,pornography,sensitive
26309,轮奸,pornography,sensitive
26310,裸陪,pornography,sensitive
26311,买春,pornography,sensitive
26312,美逼,pornography,sensitive
26313,美少妇,pornography,sensitive
26314,美乳,pornography,sensitive
26315,美腿,pornography,sensitive
26316,美穴,pornography,sensitive
26317,美幼,pornography,sensitive
26318,秘唇,pornography,sensitive
26319,迷奸,pornography,sensitive
26320,密穴,pornography,sensitive
26321,蜜穴,pornography,sensitive
26322,蜜液,pornography,sensitive
26323,摸奶,pornography,sensitive
26324,摸胸,pornography,sensitive
26325,母奸,pornography,sensitive
26326,奈美,pornography,sensitive
26327,奶子,pornography,sensitive
26328,男奴,pornography,sensitive
26329,内射,pornography,sensitive
26330,嫩逼,pornography,sensitive
26331,嫩女,pornography,sensitive
26332,嫩穴,pornography,sensitive
26333,捏弄,pornography,sensitive
26334,女优,pornography,sensitive
26335,炮友,pornography,sensitive
26336,砲友,pornography,sensitive
26337,喷精,pornography,sensitive
26338,屁眼,pornography,sensitive
26339,前凸后翘,pornography,sensitive
26340,强jian,pornography,sensitive
26341,强暴,pornography,sensitive
26342,强奸处女,pornography,sensitive
26343,情趣用品,pornography,sensitive
26344,情色,pornography,sensitive
26345,拳交,pornography,sensitive
26346,全裸,pornography,sensitive
26347,群交,pornography,sensitive
26348,人妻,pornography,sensitive
26349,人兽,pornography,sensitive
26350,日逼,pornography,sensitive
26351,日烂,pornography,sensitive
26352,肉棒,pornography,sensitive
26353,肉逼,pornography,sensitive
26354,肉唇,pornography,sensitive
26355,肉洞,pornography,sensitive
26356,肉缝,pornography,sensitive
26357,肉棍,pornography,sensitive
26358,肉茎,pornography,sensitive
26359,肉具,pornography,sensitive
26360,揉乳,pornography,sensitive
26361,肉穴,pornography,sensitive
26362,肉欲,pornography,sensitive
26363,乳爆,pornography,sensitive
26364,乳房,pornography,sensitive
26365,乳沟,pornography,sensitive
26366,乳交,pornography,sensitive
26367,乳头,pornography,sensitive
26368,骚逼,pornography,sensitive
26369,骚比,pornography,sensitive
26370,骚女,pornography,sensitive
26371,骚水,pornography,sensitive
26372,骚穴,pornography,sensitive
26373,色逼,pornography,sensitive
26374,色界,pornography,sensitive
26375,色猫,pornography,sensitive
26376,色盟,pornography,sensitive
26377,色情网站,pornography,sensitive
26378,色区,pornography,sensitive
26379,色色,pornography,sensitive
26380,色诱,pornography,sensitive
26381,色欲,pornography,sensitive
26382,色b,pornography,sensitive
26383,少年阿宾,pornography,sensitive
26384,射爽,pornography,sensitive
26385,射颜,pornography,sensitive
26386,食精,pornography,sensitive
26387,释欲,pornography,sensitive
26388,兽奸,pornography,sensitive
26389,兽交,pornography,sensitive
26390,手淫,pornography,sensitive
26391,兽欲,pornography,sensitive
26392,熟妇,pornography,sensitive
26393,熟母,pornography,sensitive
26394,熟女,pornography,sensitive
26395,爽片,pornography,sensitive
26396,双臀,pornography,sensitive
26397,死逼,pornography,sensitive
26398,丝袜,pornography,sensitive
26399,丝诱,pornography,sensitive
26400,松岛枫,pornography,sensitive
26401,酥痒,pornography,sensitive
26402,汤加丽,pornography,sensitive
26403,套弄,pornography,sensitive
26404,体奸,pornography,sensitive
26405,体位,pornography,sensitive
26406,舔脚,pornography,sensitive
26407,舔阴,pornography,sensitive
26408,调教,pornography,sensitive
26409,偷欢,pornography,sensitive
26410,脱内裤,pornography,sensitive
26411,文做,pornography,sensitive
26412,舞女,pornography,sensitive
26413,无修正,pornography,sensitive
26414,吸精,pornography,sensitive
26415,夏川纯,pornography,sensitive
26416,相奸,pornography,sensitive
26417,小逼,pornography,sensitive
26418,校鸡,pornography,sensitive
26419,小穴,pornography,sensitive
26420,小xue,pornography,sensitive
26421,性感妖娆,pornography,sensitive
26422,性感诱惑,pornography,sensitive
26423,性虎,pornography,sensitive
26424,性饥渴,pornography,sensitive
26425,性技巧,pornography,sensitive
26426,性交,pornography,sensitive
26427,性奴,pornography,sensitive
26428,性虐,pornography,sensitive
26429,性息,pornography,sensitive
26430,性欲,pornography,sensitive
26431,穴口,pornography,sensitive
26432,穴图,pornography,sensitive
26433,亚情,pornography,sensitive
26434,颜射,pornography,sensitive
26435,阳具,pornography,sensitive
26436,杨思敏,pornography,sensitive
26437,要射了,pornography,sensitive
26438,夜勤病栋,pornography,sensitive
26439,一本道,pornography,sensitive
26440,一夜欢,pornography,sensitive
26441,一夜情,pornography,sensitive
26442,一ye情,pornography,sensitive
26443,阴部,pornography,sensitive
26444,淫虫,pornography,sensitive
26445,阴唇,pornography,sensitive
26446,淫荡,pornography,sensitive
26447,阴道,pornography,sensitive
26448,淫电影,pornography,sensitive
26449,阴阜,pornography,sensitive
26450,淫妇,pornography,sensitive
26451,淫河,pornography,sensitive
26452,阴核,pornography,sensitive
26453,阴户,pornography,sensitive
26454,淫贱,pornography,sensitive
26455,淫叫,pornography,sensitive
26456,淫教师,pornography,sensitive
26457,阴茎,pornography,sensitive
26458,阴精,pornography,sensitive
26459,淫浪,pornography,sensitive
26460,淫媚,pornography,sensitive
26461,淫糜,pornography,sensitive
26462,淫魔,pornography,sensitive
26463,淫母,pornography,sensitive
26464,淫女,pornography,sensitive
26465,淫虐,pornography,sensitive
26466,淫妻,pornography,sensitive
26467,淫情,pornography,sensitive
26468,淫色,pornography,sensitive
26469,淫声浪语,pornography,sensitive
26470,淫兽学园,pornography,sensitive
26471,淫书,pornography,sensitive
26472,淫术炼金士,pornography,sensitive
26473,淫水,pornography,sensitive
26474,淫娃,pornography,sensitive
26475,淫威,pornography,sensitive
26476,淫亵,pornography,sensitive
26477,淫样,pornography,sensitive
26478,淫液,pornography,sensitive
26479,淫照,pornography,sensitive
26480,阴b,pornography,sensitive
26481,应召,pornography,sensitive
26482,幼交,pornography,sensitive
26483,欲火,pornography,sensitive
26484,欲女,pornography,sensitive
26485,玉乳,pornography,sensitive
26486,玉穴,pornography,sensitive
26487,援交,pornography,sensitive
26488,原味内衣,pornography,sensitive
26489,援助交际,pornography,sensitive
26490,招鸡,pornography,sensitive
26491,招妓,pornography,sensitive
26492,抓胸,pornography,sensitive
26493,自慰,pornography,sensitive
26494,作爱,pornography,sensitive
26495,a片,pornography,sensitive
26496,gay片,pornography,sensitive
26497,g点,pornography,sensitive
26498,h动画,pornography,sensitive
26499,h动漫,pornography,sensitive
26500,失身粉,pornography,sensitive
26501,淫荡自慰器,pornography,sensitive
26502,网络,advertising,sensitive
26503,招聘,advertising,sensitive
26504,有意者,advertising,sensitive
26505,到货,advertising,sensitive
26506,本店,advertising,sensitive
26507,代购,advertising,sensitive
26508,扣扣,advertising,sensitive
26509,客服,advertising,sensitive
26510,微店,advertising,sensitive
26511,兼值,advertising,sensitive
26512,淘宝,advertising,sensitive
26513,小姐,advertising,sensitive
26514,妓女,advertising,sensitive
26515,包夜,advertising,sensitive
26516,狼友,advertising,sensitive
26517,技师,advertising,sensitive
26518,推油,advertising,sensitive
26519,胸推,advertising,sensitive
26520,毒龙,advertising,sensitive
26521,口爆,advertising,sensitive
26522,兼职,advertising,sensitive
26523,楼凤,advertising,sensitive
26524,足交,advertising,sensitive
26525,口暴,advertising,sensitive
26526,口交,advertising,sensitive
26527,全套,advertising,sensitive
26528,桑拿,advertising,sensitive
26529,吞精,advertising,sensitive
26530,咪咪,advertising,sensitive
26531,婊子,advertising,sensitive
26532,乳方,advertising,sensitive
26533,操逼,advertising,sensitive
26534,全职,advertising,sensitive
26535,性伴侣,advertising,sensitive
26536,网购,advertising,sensitive
26537,网络工作,advertising,sensitive
26538,代理,advertising,sensitive
26539,打人,livelihood,sensitive
26540,拆迁,livelihood,sensitive
26541,纠纷,livelihood,sensitive
26542,盗窃,livelihood,sensitive
26543,代药物毒品类：血浆,livelihood,sensitive
26544,摇头丸,livelihood,sensitive
26545,迷药,livelihood,sensitive
26546,乖乖粉,livelihood,sensitive
26547,精神药品,livelihood,sensitive
26548,专业代理,livelihood,sensitive
26549,帮忙点一下,livelihood,sensitive
26550,帮忙点下,livelihood,sensitive
26551,请点击进入,livelihood,sensitive
26552,详情请进入,livelihood,sensitive
26553,私人侦探,livelihood,sensitive
26554,私家侦探,livelihood,sensitive
26555,针孔摄象,livelihood,sensitive
26556,调查婚外情,livelihood,sensitive
26557,信用卡提现,livelihood,sensitive
26558,无抵押贷款,livelihood,sensitive
26559,广告代理,livelihood,sensitive
26560,原音铃声,livelihood,sensitive
26561,借腹生子,livelihood,sensitive
26562,找个妈妈,livelihood,sensitive
26563,找个爸爸,livelihood,sensitive
26564,代孕妈妈,livelihood,sensitive
26565,代生孩子,livelihood,sensitive
26566,腾讯客服电话,livelihood,sensitive
26567,销售热线,livelihood,sensitive
26568,免费订购热线,livelihood,sensitive
26569,低价出售,livelihood,sensitive
26570,款到发货,livelihood,sensitive
26571,回复可见,livelihood,sensitive
26572,连锁加盟,livelihood,sensitive
26573,加盟连锁,livelihood,sensitive
26574,免费二级域名,livelihood,sensitive
26575,免费使用,livelihood,sensitive
26576,免费索取,livelihood,sensitive
26577,蚁力神,livelihood,sensitive
26578,婴儿汤,livelihood,sensitive
26579,售肾,livelihood,sensitive
26580,刻章办,livelihood,sensitive
26581,买小车,livelihood,sensitive
26582,套牌车,livelihood,sensitive
26583,玛雅网,livelihood,sensitive
26584,电脑传讯,livelihood,sensitive
26585,视频来源,livelihood,sensitive
26586,下载速度,livelihood,sensitive
26587,高清在线,livelihood,sensitive
26588,全集在线,livelihood,sensitive
26589,在线播放,livelihood,sensitive
26590,txt下载,livelihood,sensitive
26591,六位qq,livelihood,sensitive
26592,6位qq,livelihood,sensitive
26593,位的qq,livelihood,sensitive
26594,个qb,livelihood,sensitive
26595,送qb,livelihood,sensitive
26596,用刀横向切腹,livelihood,sensitive
26597,完全自杀手册,livelihood,sensitive
26598,四海帮,livelihood,sensitive
26599,足球投注,livelihood,sensitive
26600,地下钱庄,livelihood,sensitive
26601,中国复兴党,livelihood,sensitive
26602,阿波罗网,livelihood,sensitive
26603,曾道人,livelihood,sensitive
26604,六合彩,livelihood,sensitive
26605,改卷内幕,livelihood,sensitive
26606,替考试,livelihood,sensitive
26607,隐形耳机,livelihood,sensitive
26608,出售答案,livelihood,sensitive
26609,答an,livelihood,sensitive
26610,da案,livelihood,sensitive
26611,资金周转,livelihood,sensitive
26612,救市,livelihood,sensitive
26613,股市圈钱,livelihood,sensitive
26614,崩盘,livelihood,sensitive
26615,资金短缺,livelihood,sensitive
26616,证监会,livelihood,sensitive
26617,质押贷款,livelihood,sensitive
26618,小额贷款,livelihood,sensitive
26619,周小川,livelihood,sensitive
26620,刘明康,livelihood,sensitive
26621,尚福林,livelihood,sensitive
26622,孔丹,livelihood,sensitive
26623,汉芯造假,livelihood,sensitive
26624,杨树宽,livelihood,sensitive
26625,中印边界谈判结果,livelihood,sensitive
26626,喂奶门,livelihood,sensitive
26627,摸nai门,livelihood,sensitive
26628,酒瓶门,livelihood,sensitive
26629,脱裤门,livelihood,sensitive
26630,75事件,livelihood,sensitive
26631,乌鲁木齐,livelihood,sensitive
26632,新疆骚乱,livelihood,sensitive
26633,针刺,livelihood,sensitive
26634,打针,livelihood,sensitive
26635,食堂涨价,livelihood,sensitive
26636,饭菜涨价,livelihood,sensitive
26637,瘟疫爆发,livelihood,sensitive
26638,y佳,livelihood,sensitive
26639,yang佳,livelihood,sensitive
26640,杨佳,livelihood,sensitive
26641,杨j,livelihood,sensitive
26642,袭警,livelihood,sensitive
26643,杀警,livelihood,sensitive
26644,武侯祠,livelihood,sensitive
26645,川b26931,livelihood,sensitive
26646,贺立旗,livelihood,sensitive
26647,周正毅,livelihood,sensitive
26648,px项目,livelihood,sensitive
26649,骂四川,livelihood,sensitive
26650,家l福,livelihood,sensitive
26651,家le福,livelihood,sensitive
26652,加了服,livelihood,sensitive
26653,麦当劳被砸,livelihood,sensitive
26654,豆腐渣,livelihood,sensitive
26655,这不是天灾,livelihood,sensitive
26656,龙小霞,livelihood,sensitive
26657,震其国土,livelihood,sensitive
26658,提前预测,livelihood,sensitive
26659,地震预测,livelihood,sensitive
26660,隐瞒地震,livelihood,sensitive
26661,李四光预测,livelihood,sensitive
26662,蟾蜍迁徙,livelihood,sensitive
26663,地震来得更猛烈,livelihood,sensitive
26664,八级地震毫无预报,livelihood,sensitive
26665,踩踏事故,livelihood,sensitive
26666,聂树斌,livelihood,sensitive
26667,万里大造林,livelihood,sensitive
26668,陈相贵,livelihood,sensitive
26669,张丹红,livelihood,sensitive
26670,尹方明,livelihood,sensitive
26671,李树菲,livelihood,sensitive
26672,王奉友,livelihood,sensitive
26673,零八奥运艰,livelihood,sensitive
26674,惨奥,livelihood,sensitive
26675,奥晕,livelihood,sensitive
26676,凹晕,livelihood,sensitive
26677,懊运,livelihood,sensitive
26678,懊孕,livelihood,sensitive
26679,奥孕,livelihood,sensitive
26680,奥你妈的运,livelihood,sensitive
26681,反奥,livelihood,sensitive
26682,628事件,livelihood,sensitive
26683,weng安,livelihood,sensitive
26684,翁安,livelihood,sensitive
26685,瓮安事件,livelihood,sensitive
26686,化工厂爆炸,livelihood,sensitive
26687,讨回工资,livelihood,sensitive
26688,代办发票,livelihood,sensitive
26689,代办各,livelihood,sensitive
26690,代办文,livelihood,sensitive
26691,代办学,livelihood,sensitive
26692,代办制,livelihood,sensitive
26693,代辦,livelihood,sensitive
26694,代表烦,livelihood,sensitive
26695,代开发票,livelihood,sensitive
26696,代開,livelihood,sensitive
26697,代考,livelihood,sensitive
26698,代理发票,livelihood,sensitive
26699,代理票据,livelihood,sensitive
26700,代您考,livelihood,sensitive
26701,代讨债,livelihood,sensitive
26702,代写毕,livelihood,sensitive
26703,代写论文,livelihood,sensitive
26704,代孕,livelihood,sensitive
26705,代追债,livelihood,sensitive
26706,考机构,livelihood,sensitive
26707,考考邓,livelihood,sensitive
26708,考联盟,livelihood,sensitive
26709,考前答案,livelihood,sensitive
26710,考前付,livelihood,sensitive
26711,考前密卷,livelihood,sensitive
26712,考前预测,livelihood,sensitive
26713,考试包过,livelihood,sensitive
26714,考试保,livelihood,sensitive
26715,考试答案,livelihood,sensitive
26716,考试机构,livelihood,sensitive
26717,考试联盟,livelihood,sensitive
26718,考试枪,livelihood,sensitive
26719,考试作弊,livelihood,sensitive
26720,考试作弊器,livelihood,sensitive
26721,考研考中,livelihood,sensitive
26722,考中答案,livelihood,sensitive
26723,透视功能,livelihood,sensitive
26724,透视镜,livelihood,sensitive
26725,透视扑,livelihood,sensitive
26726,透视器,livelihood,sensitive
26727,透视眼睛,livelihood,sensitive
26728,透视眼镜,livelihood,sensitive
26729,透视药,livelihood,sensitive
26730,透视仪,livelihood,sensitive
26731,打死经过,livelihood,sensitive
26732,打死人,livelihood,sensitive
26733,打砸办公,livelihood,sensitive
26734,KC短信,livelihood,sensitive
26735,KC嘉年华,livelihood,sensitive
26736,短信广告,livelihood,sensitive
26737,短信群发,livelihood,sensitive
26738,短信群发器,livelihood,sensitive
26739,小6灵通,livelihood,sensitive
26740,短信商务广告,livelihood,sensitive
26741,段录定,livelihood,sensitive
26742,无界浏览器,livelihood,sensitive
26743,无界,livelihood,sensitive
26744,无网界,livelihood,sensitive
26745,无网界浏览,livelihood,sensitive
26746,无帮国,livelihood,sensitive
26747,KC提示,livelihood,sensitive
26748,KC网站,livelihood,sensitive
26749,UP8新势力,livelihood,sensitive
26750,白皮书,livelihood,sensitive
26751,UP新势力,livelihood,sensitive
26752,移民,livelihood,sensitive
26753,易达网络卡,livelihood,sensitive
26754,安魂网,livelihood,sensitive
26755,纽崔莱七折,livelihood,sensitive
26756,手机复制,livelihood,sensitive
26757,手机铃声,livelihood,sensitive
26758,网关,livelihood,sensitive
26759,神通加持法,livelihood,sensitive
26760,全1球通,livelihood,sensitive
26761,如6意通,livelihood,sensitive
26762,清仓,livelihood,sensitive
26763,灵动卡,livelihood,sensitive
26764,答案卫星接收机,livelihood,sensitive
26765,高薪养廉,livelihood,sensitive
26766,考后付款,livelihood,sensitive
26767,佳静安定片,livelihood,sensitive
26768,航空母舰,livelihood,sensitive
26769,航空售票,livelihood,sensitive
26770,号码百事通,livelihood,sensitive
26771,考前发放,livelihood,sensitive
26772,成本价,livelihood,sensitive
26773,诚信通手机商城,livelihood,sensitive
26774,高利贷,livelihood,sensitive
26775,联4通,livelihood,sensitive
26776,黑庄,livelihood,sensitive
26777,黑手党,livelihood,sensitive
26778,黑车,livelihood,sensitive
26779,联通贵宾卡,livelihood,sensitive
26780,联总,livelihood,sensitive
26781,联总这声传单,livelihood,sensitive
26782,联总之声传单,livelihood,sensitive
26783,高息贷款,livelihood,sensitive
26784,高干子弟,livelihood,sensitive
26785,恭喜你的号码,livelihood,sensitive
26786,恭喜您的号码,livelihood,sensitive
26787,高干子女,livelihood,sensitive
26788,各个银行全称,livelihood,sensitive
26789,各种发票,livelihood,sensitive
26790,高官,livelihood,sensitive
26791,高官互调,livelihood,sensitive
26792,高官子女,livelihood,sensitive
26793,喝一送一,livelihood,sensitive
26794,卡号,livelihood,sensitive
26795,复制,livelihood,sensitive
26796,监听王,livelihood,sensitive
26797,传单,livelihood,sensitive
26798,旦科,livelihood,sensitive
26799,钓鱼台,livelihood,sensitive
26800,当官靠后台,livelihood,sensitive
26801,党校安插亲信,livelihood,sensitive
26802,传九促三,livelihood,sensitive
26803,客户端非法字符,livelihood,sensitive
26804,刻章,livelihood,sensitive
26805,大麻树脂,livelihood,sensitive
26806,大麻油,livelihood,sensitive
26807,大法,livelihood,sensitive
26808,dpp大法,livelihood,sensitive
26809,发抡,livelihood,sensitive
26810,发抡功,livelihood,sensitive
26811,洗脑,livelihood,sensitive
26812,下法轮,livelihood,sensitive
26813,发轮,livelihood,sensitive
26814,发伦,livelihood,sensitive
26815,发伦功,livelihood,sensitive
26816,发仑,livelihood,sensitive
26817,发沦,livelihood,sensitive
26818,发纶,livelihood,sensitive
26819,发论,livelihood,sensitive
26820,发论功,livelihood,sensitive
26821,发论公,livelihood,sensitive
26822,发正念,livelihood,sensitive
26823,发囵,livelihood,sensitive
26824,发愣,livelihood,sensitive
26825,发瞟,livelihood,sensitive
26826,罚抡,livelihood,sensitive
26827,罚伦,livelihood,sensitive
26828,罚仑,livelihood,sensitive
26829,罚沦,livelihood,sensitive
26830,罚纶,livelihood,sensitive
26831,罚囵,livelihood,sensitive
26832,筏抡,livelihood,sensitive
26833,筏轮,livelihood,sensitive
26834,筏伦,livelihood,sensitive
26835,筏仑,livelihood,sensitive
26836,筏沦,livelihood,sensitive
26837,筏纶,livelihood,sensitive
26838,筏论,livelihood,sensitive
26839,筏囵,livelihood,sensitive
26840,伐抡,livelihood,sensitive
26841,伐轮,livelihood,sensitive
26842,伐伦,livelihood,sensitive
26843,伐仑,livelihood,sensitive
26844,伐沦,livelihood,sensitive
26845,伐论,livelihood,sensitive
